id,status,chance_of_playing_next_round,chance_of_playing_this_round,now_cost,now_cost_rank,now_cost_rank_type,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,selected_by_percent,selected_rank,selected_rank_type,total_points,event_points,points_per_game,points_per_game_rank,points_per_game_rank_type,bonus,bps,form,form_rank,form_rank_type,value_form,value_season,dreamteam_count,transfers_in,transfers_in_event,transfers_out,transfers_out_event,ep_next,ep_this,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,expected_goals_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,influence,influence_rank,influence_rank_type,creativity,creativity_rank,creativity_rank_type,threat,threat_rank,threat_rank_type,ict_index,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,direct_freekicks_order,penalties_order,gw,set_piece_threat,first_name,second_name,web_name,news,news_added,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,starts,defensive_contribution,corners_and_indirect_freekicks_text,direct_freekicks_text,penalties_text,saves_per_90,clean_sheets_per_90,goals_conceded_per_90,starts_per_90,defensive_contribution_per_90,tackles,clearances_blocks_interceptions,recoveries
88,a,100.0,100.0,4.9,291,181.0,0,0.0,-1,1.0,0.1,560,205.0,38,1,2.4,282.0,121.0,0,184,3.2,96.0,39.0,0.7,7.8,0.0,11073,133,7197,74,3.2,3.2,0.07,0.52,0.59,13.49,0.01,0.05,0.06,1.4,206.0,242.0,103.0,183.3,150.0,104.0,12.0,389.0,194.0,40.4,266.0,132.0,,,,26,,Lewis,Cook,Cook,,,870,0,1,1,18,0,0,0,1,1,0,8,143,,,,0.0,0.1,1.86,0.83,14.79,25,56,62
89,u,0.0,0.0,4.9,294,184.0,0,0.0,-1,1.0,0.0,671,273.0,0,0,0.0,762.0,326.0,0,0,0.0,718.0,301.0,0.0,0.0,0.0,598,0,6622,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,761.0,325.0,0.0,757.0,325.0,0.0,748.0,321.0,0.0,761.0,325.0,,,,26,,Philip,Billing,Philip,has joined Midtjylland permanently.,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
90,a,100.0,100.0,5.0,271,166.0,0,0.0,0,0.0,0.8,206,69.0,90,4,3.5,120.0,52.0,6,391,5.6,14.0,10.0,1.1,18.0,0.0,155622,3992,76767,818,5.6,5.6,2.44,1.25,3.69,30.44,0.12,0.06,0.18,1.47,367.4,110.0,37.0,249.5,107.0,75.0,200.0,111.0,65.0,81.2,108.0,61.0,1.0,,,26,,Alex,Scott,Scott,,,1858,2,2,6,33,0,0,0,2,0,0,23,245,,,,0.0,0.29,1.6,1.11,11.87,36,91,118
91,u,0.0,0.0,5.0,253,154.0,0,0.0,0,0.0,0.0,734,309.0,0,0,0.0,779.0,339.0,0,0,0.0,748.0,321.0,0.0,0.0,0.0,396,0,3884,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,778.0,338.0,0.0,775.0,338.0,0.0,771.0,335.0,0.0,778.0,338.0,,,,26,,Luis,Sinisterra Lucumí,Sinisterra,has joined Cruzeiro on loan for the rest of the season.,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
92,u,0.0,0.0,4.5,431,258.0,0,0.0,0,0.0,0.1,552,201.0,0,0,0.0,697.0,275.0,0,0,0.0,630.0,233.0,0.0,0.0,0.0,4403,0,19451,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,691.0,269.0,0.0,687.0,272.0,0.0,665.0,261.0,0.0,693.0,271.0,,,,26,,Romain,Faivre,Faivre,has joined Auxerre permanently.,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
93,u,0.0,0.0,4.5,426,255.0,0,0.0,0,0.0,0.3,327,110.0,4,0,4.0,64.0,28.0,0,12,0.0,626.0,230.0,0.0,0.9,0.0,114900,0,165020,22,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,2.25,21.2,436.0,191.0,10.0,417.0,207.0,0.0,661.0,258.0,3.1,453.0,204.0,,,,26,,Hamed,Traorè,H.Traorè,has joined Marseille on loan for the rest of the season.,,16,0,1,0,2,0,0,0,0,0,0,0,4,,,,0.0,0.0,11.25,0.0,22.5,1,1,2
94,u,0.0,0.0,4.5,467,283.0,0,0.0,0,0.0,0.0,638,254.0,0,0,0.0,718.0,295.0,0,0,0.0,653.0,254.0,0.0,0.0,0.0,3895,0,8168,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,713.0,290.0,0.0,709.0,292.0,0.0,688.0,281.0,0.0,714.0,291.0,,,,26,,Dominic,Sadi,Sadi,has joined Novi Pazar on loan for the rest of the season.,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
95,u,0.0,0.0,4.4,552,331.0,0,0.0,-1,1.0,0.1,577,214.0,0,0,0.0,673.0,262.0,0,0,0.0,599.0,216.0,0.0,0.0,0.0,15405,0,21432,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,664.0,253.0,0.0,660.0,258.0,0.0,634.0,244.0,0.0,666.0,255.0,,,,26,,Zain,Silcott-Duberry,Silcott-Duberry,has joined Olympiakos permanently.,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
96,u,0.0,0.0,4.5,497,305.0,0,0.0,0,0.0,0.0,637,253.0,1,0,1.0,479.0,218.0,0,3,0.0,680.0,274.0,0.0,0.2,0.0,2964,0,9956,3,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.0,0.0,4.65,0.0,738.0,308.0,0.0,732.0,308.0,0.0,715.0,301.0,0.0,738.0,308.0,,,,26,,Ben,Winterburn,Winterburn,has joined Barnet on loan for the rest of the season.,,6,0,0,0,2,0,0,0,0,0,0,0,0,,,,0.0,0.0,30.0,0.0,0.0,0,0,0
97,a,100.0,100.0,7.0,38,14.0,0,0.0,0,0.0,2.9,111,19.0,77,1,3.2,162.0,16.0,5,274,3.0,117.0,14.0,0.4,11.0,0.0,1060744,1852,972522,7506,3.0,3.0,7.35,0.92,8.27,24.77,0.36,0.05,0.41,1.23,251.2,203.0,16.0,279.7,88.0,3.0,608.0,12.0,9.0,113.6,40.0,10.0,,,,26,,Francisco Evanilson,de Lima Barbosa,Evanilson,,,1816,5,3,6,33,0,0,0,1,0,0,21,78,,,,0.0,0.3,1.64,1.04,3.87,7,23,48
98,a,100.0,100.0,5.4,161,42.0,0,0.0,-1,1.0,0.0,600,81.0,17,1,1.3,431.0,52.0,1,47,0.8,296.0,41.0,0.1,3.1,0.0,12379,91,9941,63,0.8,0.8,1.05,0.05,1.1,3.12,0.63,0.03,0.66,1.87,39.2,410.0,46.0,8.7,427.0,55.0,61.0,288.0,49.0,10.3,402.0,49.0,,,,26,,Enes,Ünal,Enes Ünal,,,150,1,0,0,2,0,0,0,1,0,0,0,8,,,,0.0,0.0,1.2,0.0,4.8,0,4,4
99,u,0.0,0.0,4.4,566,82.0,0,0.0,-1,1.0,0.1,429,63.0,0,0,0.0,683.0,75.0,0,0,0.0,611.0,64.0,0.0,0.0,0.0,22144,0,44129,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,676.0,75.0,0.0,671.0,74.0,0.0,646.0,74.0,0.0,678.0,75.0,,,,26,,Daniel,Adu-Adjei,Adu-Adjei,has joined HNK Rijeka permanently.,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
100,a,,,4.7,393,65.0,0,0.0,2,-2.0,7.1,55,11.0,67,1,3.2,156.0,15.0,7,308,2.6,144.0,17.0,0.6,14.3,0.0,1688191,11157,948327,5699,2.6,2.6,4.37,0.59,4.96,13.29,0.45,0.06,0.51,1.38,323.4,140.0,12.0,144.7,190.0,17.0,313.0,60.0,22.0,78.2,115.0,16.0,,,,26,,Junior,Kroupi,Kroupi.Jr,,,868,8,0,4,17,0,0,0,3,0,0,11,64,,,,0.0,0.41,1.76,1.14,6.64,6,25,33
391,i,0.0,0.0,4.8,371,231.0,0,0.0,-2,2.0,0.0,635,251.0,7,0,1.8,362.0,159.0,0,22,0.0,714.0,298.0,0.0,1.5,0.0,4597,2,8021,4,0.0,0.0,0.09,0.09,0.18,2.66,0.15,0.15,0.3,4.52,21.2,437.0,192.0,14.0,398.0,199.0,11.0,391.0,196.0,4.7,442.0,198.0,,,,26,,Ben,Gannon-Doak,Gannon-Doak,Hamstring injury - Unknown return date,,53,0,1,0,1,0,0,0,0,0,0,0,3,,,,0.0,0.0,1.7,0.0,5.09,2,1,0
