id,status,chance_of_playing_next_round,chance_of_playing_this_round,now_cost,now_cost_rank,now_cost_rank_type,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,selected_by_percent,selected_rank,selected_rank_type,total_points,event_points,points_per_game,points_per_game_rank,points_per_game_rank_type,bonus,bps,form,form_rank,form_rank_type,value_form,value_season,dreamteam_count,transfers_in,transfers_in_event,transfers_out,transfers_out_event,ep_next,ep_this,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,expected_goals_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,influence,influence_rank,influence_rank_type,creativity,creativity_rank,creativity_rank_type,threat,threat_rank,threat_rank_type,ict_index,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,direct_freekicks_order,penalties_order,gw,set_piece_threat,first_name,second_name,web_name,news,news_added,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,starts,defensive_contribution,corners_and_indirect_freekicks_text,direct_freekicks_text,penalties_text,saves_per_90,clean_sheets_per_90,goals_conceded_per_90,starts_per_90,defensive_contribution_per_90,tackles,clearances_blocks_interceptions,recoveries
666,a,100.0,100.0,8.7,10,5.0,-1,1.0,-3,3.0,9.4,48,9.0,54,2,2.8,222.0,21.0,4,183,2.5,172.0,22.0,0.3,6.2,0.0,2620638,6927,4519191,16393,3.5,3.0,6.27,0.88,7.15,9.18,0.44,0.06,0.5,0.64,199.8,200.0,16.0,136.4,167.0,14.0,430.0,20.0,12.0,76.2,81.0,15.0,,,2.0,21,,Viktor,Gyökeres,Gyökeres,,,1289,5,0,9,6,0,0,0,3,0,0,16,45,,,,0.0,0.63,0.42,1.12,3.14,4,14,27
700,i,0.0,0.0,4.3,609,353.0,0,0.0,-2,2.0,0.3,305,102.0,5,0,2.5,244.0,106.0,0,13,0.0,582.0,210.0,0.0,1.2,0.0,130438,451,111500,1726,0.0,0.0,0.14,0.02,0.16,0.12,0.47,0.07,0.54,0.4,1.0,469.0,216.0,0.8,442.0,214.0,26.0,330.0,173.0,2.8,438.0,198.0,,,,21,,Max,Dowman,Dowman,Ankle injury - Unknown return date,,27,0,1,0,0,0,0,0,0,0,0,0,3,,,,0.0,0.0,0.0,0.0,10.0,2,0,1
725,d,75.0,100.0,5.3,198,26.0,0,0.0,-2,2.0,1.4,157,61.0,35,1,2.9,203.0,80.0,2,147,3.2,117.0,44.0,0.6,6.6,0.0,457143,2120,286717,17889,3.2,3.7,0.0,0.74,0.74,9.45,0.0,0.07,0.07,0.96,188.6,213.0,87.0,58.3,290.0,96.0,20.0,350.0,119.0,26.6,295.0,97.0,,,,21,,Piero,Hincapié,Hincapie,Muscle injury - 75% chance of playing,,889,0,0,2,9,0,0,0,2,0,0,10,80,,,,0.0,0.2,0.91,1.01,8.1,19,61,36
32,d,75.0,100.0,5.0,242,8.0,0,0.0,0,0.0,3.5,95,15.0,64,1,3.8,93.0,8.0,3,282,1.7,231.0,18.0,0.3,12.8,0.0,639652,9553,449922,18619,1.3,1.7,0.0,0.03,0.03,22.32,0.0,0.0,0.0,1.35,379.6,67.0,13.0,3.0,426.0,12.0,0.0,744.0,84.0,38.2,234.0,13.0,,,,21,,Emiliano,Martínez Romero,Martinez,Calf injury - 75% chance of playing,,1485,0,0,4,16,0,1,0,1,0,49,17,78,,,,2.97,0.24,0.97,1.03,0.0,0,13,132
33,a,,,4.2,616,32.0,0,0.0,-3,3.0,0.4,268,35.0,11,2,2.2,281.0,23.0,0,51,0.5,333.0,23.0,0.1,2.6,0.0,81350,479,109373,549,0.5,0.5,0.0,0.0,0.0,8.53,0.0,0.0,0.0,1.9,92.8,316.0,27.0,0.0,593.0,72.0,0.0,559.0,57.0,9.3,391.0,27.0,,,,21,,Marco,Bizot,M.Bizot,,,405,0,0,1,8,0,0,0,2,0,13,4,23,,,,2.89,0.22,1.78,0.89,0.0,0,6,41
34,u,0.0,0.0,4.0,665,52.0,0,0.0,0,0.0,0.1,469,74.0,0,0,0.0,567.0,70.0,0,0,0.0,498.0,65.0,0.0,0.0,0.0,0,0,16624,125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,556.0,70.0,0.0,551.0,59.0,0.0,514.0,44.0,0.0,559.0,70.0,,,,21,,Joe,Gauci,Gauci,Has joined Port Vale on loan for the rest of the season.,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
35,u,0.0,0.0,4.0,664,51.0,0,0.0,0,0.0,0.0,719,83.0,0,0,0.0,566.0,69.0,0,0,0.0,497.0,64.0,0.0,0.0,0.0,0,0,1210,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,555.0,69.0,0.0,550.0,58.0,0.0,513.0,43.0,0.0,558.0,69.0,,,,21,,Filip,Marschall,Marschall,Has joined Stevenage permanently.,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
36,a,100.0,100.0,4.8,350,59.0,0,0.0,3,-3.0,10.7,41,13.0,87,6,4.3,47.0,22.0,6,316,2.3,176.0,65.0,0.5,18.1,0.0,2313551,58448,1343943,13888,2.3,2.3,0.7,1.76,2.46,26.74,0.04,0.09,0.13,1.36,425.2,44.0,20.0,295.3,58.0,11.0,123.0,156.0,28.0,84.4,60.0,9.0,1.0,,,21,,Matty,Cash,Cash,,,1771,3,2,6,19,0,0,0,5,0,0,20,138,,,,0.0,0.3,0.97,1.02,5.84,35,80,47
39,a,,,4.2,625,148.0,0,0.0,-3,3.0,0.5,249,95.0,18,1,1.2,416.0,153.0,0,98,1.3,258.0,99.0,0.3,4.3,0.0,48079,1060,88422,1324,1.3,1.3,0.66,0.79,1.45,12.44,0.09,0.1,0.19,1.63,139.4,263.0,104.0,138.5,162.0,39.0,103.0,188.0,43.0,38.3,232.0,79.0,5.0,,,21,,Ian,Maatsen,Maatsen,,,688,0,0,0,12,0,0,0,1,0,0,7,72,,,,0.0,0.0,1.57,0.92,7.85,21,39,44
45,a,,,3.9,750,221.0,0,0.0,-1,1.0,0.3,323,120.0,0,0,0.0,533.0,194.0,0,0,0.0,465.0,174.0,0.0,0.0,0.0,17611,131,31160,286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,523.0,194.0,0.0,516.0,195.0,0.0,477.0,186.0,0.0,526.0,194.0,,,,21,,Lino,da Cruz Sousa,Sousa,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
46,u,0.0,0.0,4.0,695,191.0,0,0.0,0,0.0,0.1,446,163.0,0,0,0.0,592.0,227.0,0,0,0.0,524.0,207.0,0.0,0.0,0.0,4656,0,20417,59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,581.0,226.0,0.0,576.0,227.0,0.0,540.0,221.0,0.0,584.0,226.0,,,,21,,Yasin,Özcan,Yasin,has joined Anderlecht on loan for the rest of the season.,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
47,a,100.0,100.0,7.6,20,13.0,0,0.0,6,-6.0,31.7,8,3.0,101,3,4.8,27.0,12.0,10,359,6.7,8.0,2.0,0.9,13.3,0.0,4737094,153282,1843019,69349,6.7,6.7,3.42,2.36,5.78,30.15,0.16,0.11,0.27,1.45,455.6,33.0,9.0,358.8,36.0,34.0,455.0,16.0,7.0,126.8,13.0,11.0,,,,21,,Morgan,Rogers,Rogers,,,1867,7,4,6,24,0,0,0,4,0,0,21,120,,,,0.0,0.29,1.16,1.01,5.78,21,27,72
48,a,100.0,100.0,5.9,93,59.0,0,0.0,-1,1.0,1.1,177,60.0,47,3,3.1,181.0,77.0,3,252,4.5,42.0,21.0,0.8,8.0,0.0,144512,7925,275239,4328,4.5,4.5,0.91,1.81,2.72,20.48,0.07,0.14,0.21,1.63,261.2,164.0,62.0,294.5,60.0,48.0,139.0,138.0,79.0,69.5,96.0,55.0,3.0,,,21,,Youri,Tielemans,Tielemans,,,1132,0,4,3,16,0,0,0,0,0,0,13,117,,,,0.0,0.24,1.27,1.03,9.3,35,22,60
49,u,0.0,0.0,5.5,141,89.0,0,0.0,0,0.0,0.1,510,179.0,0,0,0.0,781.0,346.0,0,0,0.0,772.0,343.0,0.0,0.0,0.0,2168,0,48239,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,781.0,346.0,0.0,780.0,346.0,0.0,777.0,345.0,0.0,781.0,346.0,,,,21,,Leon,Bailey,Bailey,Has joined AS Roma on loan for the rest of the season.,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
50,a,100.0,100.0,5.3,186,115.0,0,0.0,-2,2.0,0.3,284,97.0,58,1,3.1,177.0,74.0,7,189,1.7,234.0,100.0,0.3,10.9,0.0,156896,1093,138344,3120,1.7,1.7,1.87,0.98,2.85,13.03,0.22,0.11,0.33,1.52,246.0,172.0,68.0,197.3,103.0,73.0,180.0,101.0,61.0,62.4,122.0,65.0,,6.0,2.0,21,,Emiliano,Buendía Stati,Buendía,,,772,4,2,2,8,0,0,0,2,0,0,9,89,,,,0.0,0.23,0.93,1.05,10.38,25,17,47
51,u,0.0,0.0,5.5,150,95.0,0,0.0,0,0.0,0.0,666,275.0,0,0,0.0,782.0,347.0,0,0,0.0,774.0,345.0,0.0,0.0,0.0,1383,0,3739,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,782.0,347.0,0.0,781.0,347.0,0.0,778.0,346.0,0.0,782.0,347.0,,,,21,,Samuel,Iling-Junior,Iling Jr,has joined West Bromwich Albion on loan for the rest of the season,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
53,a,,,5.1,229,140.0,0,0.0,-4,4.0,0.7,223,78.0,55,1,2.6,236.0,104.0,3,161,1.5,253.0,110.0,0.3,10.8,0.0,172593,658,306013,3704,1.5,1.5,4.03,0.35,4.38,10.59,0.57,0.05,0.62,1.49,183.4,218.0,93.0,99.7,208.0,133.0,290.0,50.0,32.0,56.3,146.0,80.0,,,1.0,21,,Donyell,Malen,Malen,,,640,4,2,1,10,0,0,0,0,0,0,5,16,,,,0.0,0.14,1.41,0.7,2.25,4,2,10
54,a,,,5.4,158,98.0,0,0.0,-1,1.0,1.1,174,59.0,70,3,3.3,144.0,62.0,4,285,4.5,38.0,19.0,0.8,13.0,0.0,192501,11409,144359,5588,4.5,4.5,2.52,1.95,4.47,26.45,0.14,0.11,0.25,1.51,308.2,115.0,40.0,384.1,30.0,29.0,193.0,94.0,56.0,88.8,52.0,37.0,4.0,,,21,,John,McGinn,McGinn,,,1574,3,2,7,21,0,0,0,3,0,0,20,126,,,,0.0,0.4,1.2,1.14,7.2,27,29,70
55,i,0.0,0.0,4.8,343,214.0,0,0.0,-2,2.0,0.0,616,240.0,15,0,2.1,300.0,131.0,0,56,0.0,696.0,291.0,0.0,3.1,0.0,4368,20,11623,61,0.0,0.0,0.43,0.16,0.59,1.41,0.34,0.13,0.47,1.11,51.8,377.0,165.0,33.7,338.0,179.0,55.0,277.0,149.0,14.0,361.0,170.0,,,,21,,Ross,Barkley,Barkley,Knee injury - Expected back 07 Feb,,114,1,1,0,0,0,0,0,0,0,0,0,15,,,,0.0,0.0,0.0,0.0,11.84,3,2,10
56,u,0.0,0.0,5.0,265,161.0,0,0.0,0,0.0,0.0,795,356.0,0,0,0.0,761.0,332.0,0,0,0.0,738.0,320.0,0.0,0.0,0.0,0,0,34,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,761.0,332.0,0.0,759.0,332.0,0.0,752.0,330.0,0.0,761.0,332.0,,,,21,,Enzo,Barrenechea,Barrenechea,Season-long loan to Benfica,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
57,u,0.0,0.0,5.0,258,158.0,0,0.0,0,0.0,0.0,648,264.0,0,0,0.0,757.0,329.0,0,0,0.0,734.0,317.0,0.0,0.0,0.0,889,0,5390,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,757.0,329.0,0.0,754.0,329.0,0.0,748.0,327.0,0.0,757.0,329.0,,,,21,,Lewis,Dobbin,Dobbin,Has joined Preston North End on loan for the rest of the season.,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
58,d,75.0,100.0,4.9,307,189.0,0,0.0,-1,1.0,0.5,258,86.0,61,3,3.4,133.0,57.0,7,282,1.8,212.0,89.0,0.4,12.4,0.0,110984,1231,84324,2760,1.4,1.8,0.53,0.84,1.36,20.8,0.03,0.05,0.08,1.33,325.0,104.0,36.0,241.3,81.0,61.0,75.0,239.0,132.0,64.2,115.0,63.0,,,,21,,Boubacar,Kamara,Kamara,Knee injury - 75% chance of playing,,1410,1,3,5,15,0,0,0,5,0,0,17,149,,,,0.0,0.32,0.96,1.09,9.51,38,46,65
59,i,0.0,0.0,4.8,361,224.0,0,0.0,-2,2.0,0.7,224,79.0,46,0,3.3,139.0,60.0,3,210,1.3,259.0,112.0,0.3,9.6,0.0,133574,110,254173,4582,0.0,0.0,0.43,0.21,0.64,14.1,0.04,0.02,0.06,1.43,242.2,175.0,71.0,60.6,284.0,164.0,67.0,255.0,139.0,37.0,240.0,120.0,,,,21,,Amadou,Onana,Onana,Knock - Unknown return date,,886,2,0,3,11,0,0,0,2,0,0,11,118,,,,0.0,0.3,1.12,1.12,11.99,27,54,37
60,a,,,4.4,547,327.0,0,0.0,-1,1.0,0.3,315,104.0,0,0,0.0,654.0,252.0,0,0,0.0,606.0,223.0,0.0,0.0,0.0,37244,169,46055,538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,647.0,246.0,0.0,644.0,250.0,0.0,618.0,238.0,0.0,650.0,248.0,,,,21,,Ben,Broggio,Broggio,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
61,u,0.0,0.0,4.5,399,243.0,0,0.0,0,0.0,0.1,513,182.0,0,0,0.0,662.0,256.0,0,0,0.0,615.0,228.0,0.0,0.0,0.0,2169,0,33281,66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,656.0,251.0,0.0,652.0,254.0,0.0,628.0,244.0,0.0,659.0,253.0,,,,21,,Leander,Dendoncker,Dendoncker,Has joined Real Oviedo permanently.,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
62,a,,,4.5,460,280.0,0,0.0,0,0.0,0.1,532,188.0,1,0,1.0,448.0,203.0,0,3,0.2,398.0,180.0,0.0,0.2,0.0,7605,242,8695,156,0.2,0.2,0.0,0.0,0.0,0.61,0.0,0.0,0.0,6.86,0.2,476.0,218.0,0.3,456.0,222.0,0.0,671.0,276.0,0.1,478.0,219.0,,,,21,,Jamaldeen,Jimoh-Aloba,Jimoh-Aloba,,,8,0,0,0,0,0,0,0,0,0,0,0,1,,,,0.0,0.0,0.0,0.0,11.25,0,0,1
64,a,100.0,100.0,8.8,8,4.0,1,-1.0,-2,2.0,13.8,25,6.0,81,2,3.9,88.0,8.0,9,297,6.0,19.0,4.0,0.7,9.2,0.0,1838202,102947,3146826,48370,6.0,6.0,8.68,0.82,9.5,25.09,0.5,0.05,0.55,1.45,324.2,105.0,10.0,164.9,138.0,8.0,600.0,5.0,4.0,108.8,33.0,7.0,,,3.0,21,,Ollie,Watkins,Watkins,,,1561,7,2,6,21,0,0,0,1,0,0,18,57,,,,0.0,0.35,1.21,1.04,3.29,11,14,32
65,u,0.0,0.0,4.5,471,65.0,0,0.0,0,0.0,0.3,310,52.0,0,0,0.0,704.0,74.0,0,0,0.0,662.0,65.0,0.0,0.0,0.0,17574,0,83807,184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,702.0,74.0,0.0,698.0,73.0,0.0,681.0,73.0,0.0,703.0,74.0,,,,21,,Zépiqueno,Redmond,Redmond,has joined Huddersfield Town on loan for the rest of the season.,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
389,a,100.0,100.0,5.1,235,144.0,0,0.0,-4,4.0,0.2,393,133.0,4,0,1.0,468.0,219.0,0,13,0.0,746.0,326.0,0.0,0.8,0.0,91759,135,100305,204,0.0,0.0,0.19,0.06,0.25,1.74,0.18,0.06,0.24,1.61,8.6,437.0,198.0,17.8,371.0,188.0,18.0,358.0,182.0,4.4,425.0,191.0,,,,21,,Harvey,Elliott,Elliott,,,97,0,0,0,2,0,0,0,0,0,0,1,5,,,,0.0,0.0,1.86,0.93,4.64,0,2,3
456,a,100.0,100.0,5.8,105,68.0,0,0.0,-2,2.0,0.2,376,128.0,14,3,1.3,413.0,186.0,0,44,1.2,276.0,122.0,0.2,2.4,0.0,37118,479,41690,418,1.2,1.2,0.38,0.59,0.97,4.11,0.11,0.18,0.29,1.22,39.0,395.0,174.0,85.4,228.0,142.0,105.0,185.0,105.0,23.1,311.0,151.0,,,,21,,Jadon,Sancho,Sancho,,,302,0,0,1,2,0,0,0,0,0,0,2,16,,,,0.0,0.3,0.6,0.6,4.77,1,8,7
677,a,100.0,0.0,6.2,77,50.0,0,0.0,-3,3.0,0.0,623,247.0,23,0,1.9,336.0,147.0,0,70,0.2,414.0,194.0,0.0,3.7,0.0,6319,16,11836,72,0.2,0.0,0.97,0.37,1.34,8.44,0.17,0.07,0.24,1.49,75.4,342.0,152.0,42.4,323.0,177.0,109.0,176.0,102.0,22.3,316.0,155.0,,,,21,,Evann,Guessand,Guessand,,,511,0,2,1,9,0,0,0,0,0,0,6,48,,,,0.0,0.18,1.59,1.06,8.45,16,6,26
688,a,,,3.9,743,81.0,0,0.0,-1,1.0,0.6,230,31.0,0,0,0.0,526.0,48.0,0,0,0.0,458.0,43.0,0.0,0.0,0.0,57149,679,37915,1031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,516.0,48.0,0.0,509.0,35.0,0.0,470.0,20.0,0.0,519.0,48.0,,,,21,,James,Wright,Wright,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
701,u,0.0,0.0,4.0,691,187.0,0,0.0,0,0.0,0.1,516,186.0,0,0,0.0,589.0,224.0,0,0,0.0,521.0,204.0,0.0,0.0,0.0,8943,0,10388,63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,578.0,223.0,0.0,573.0,224.0,0.0,537.0,218.0,0.0,581.0,223.0,,,,21,,Triston,Rowe,Rowe,has joined Annecy on loan for the rest of the season.,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
