id,assists,bonus,bps,clean_sheets,creativity,goals_conceded,goals_scored,ict_index,influence,minutes,own_goals,penalties_missed,penalties_saved,red_cards,saves,threat,yellow_cards,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,added,chance_of_playing_next_round,chance_of_playing_this_round,code,draft_rank,dreamteam_count,ep_next,ep_this,event_points,first_name,form,in_dreamteam,news,news_added,news_return,news_updated,points_per_game,second_name,squad_number,status,total_points,web_name,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,form_rank,form_rank_type,points_per_game_rank,points_per_game_rank_type,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text,element_type,team
61,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,2025-07-20T23:14:21.013575Z,,,151589,419,0,0.5,,0,Leander,0.0,False,,,,,0.0,Dendoncker,,a,0,Dendoncker,492,185,486,185,465,177,492,185,150.0,1.0,492.0,186.0,,,,,,,3,2
62,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,2025-07-20T23:14:21.016288Z,,,559962,529,0,0.5,,0,Jamaldeen,0.0,False,,,,,0.0,Jimoh-Aloba,,a,0,Jimoh-Aloba,570,232,566,232,549,225,570,232,282.0,57.0,564.0,233.0,,,,,,,3,2
63,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,2025-07-20T23:14:21.018984Z,,,537403,406,0,0.5,,0,Kadan,0.0,False,,,,,0.0,Young,,a,0,Young,558,223,554,223,537,216,558,223,268.0,47.0,553.0,224.0,,,,,,,3,2
64,8,32,631,10,345.2,40,16,223.8,766.0,2593,0,0,0,0,0,1148.0,2,31,15.12,2.07,17.19,38.62,2025-07-20T23:14:21.021642Z,,,178301,6,0,2.3,,0,Ollie,0.0,False,,,,,4.9,Watkins,,a,186,Watkins,34,6,102,9,6,4,15,5,654.0,66.0,13.0,6.0,,,,,,,4,2
65,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,2025-07-20T23:14:21.024274Z,,,576756,390,0,0.5,,0,Zépiqueno,0.0,False,,,,,0.0,Redmond,,a,0,Redmond,580,48,576,48,560,48,580,48,294.0,15.0,574.0,48.0,,,,,,,4,2
66,0,0,30,0,0.0,2,0,7.8,77.8,180,0,0,0,0,11,0.0,0,2,0.00,0.00,0.00,2.91,2025-07-20T23:14:21.026938Z,0.0,,69752,384,0,1.3,,0,Norberto,0.0,False,Has joined Botafogo permanently.,2025-08-11T01:25:12.553868Z,,,3.5,Murara Neto,,u,7,Neto,316,25,482,62,459,49,343,25,129.0,45.0,84.0,14.0,,,,,,,1,4
67,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,2025-07-20T23:14:21.029540Z,,,457569,367,0,1.3,,0,Đorđe,0.0,False,,,,,0.0,Petrović,,a,0,Petrović,520,75,516,71,496,60,520,75,213.0,56.0,519.0,72.0,,,,,,,1,4
68,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,2025-07-20T23:14:21.032234Z,,,444172,583,0,0.0,,0,Will,0.0,False,,,,,0.0,Dennis,,a,0,Dennis,429,50,419,41,388,26,429,50,47.0,22.0,429.0,48.0,,,,,,,1,4
69,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,2025-07-20T23:14:21.034895Z,,,568791,651,0,0.0,,0,Callan,0.0,False,,,,,0.0,McKenna,,a,0,McKenna,476,67,467,58,441,45,476,67,103.0,41.0,476.0,65.0,,,,,,,1,4
70,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,2025-07-20T23:14:21.045433Z,,,495145,661,0,0.0,,0,Alex,0.0,False,,,,,0.0,Paulsen,,a,0,Paulsen,455,62,445,53,415,39,455,62,75.0,35.0,455.0,60.0,,,,,,,1,4
71,1,8,429,8,177.0,42,0,92.0,651.4,3109,0,0,0,1,0,88.0,4,35,1.20,0.76,1.96,42.54,2025-07-20T23:14:21.048226Z,,,477580,251,0,1.6,,0,Illia,0.0,False,,,,,2.6,Zabarnyi,,a,94,Zabarnyi,65,23,188,46,233,76,142,39,417.0,186.0,171.0,56.0,,,,,,,2,4
72,0,3,114,2,84.2,17,0,39.6,271.6,1103,0,0,0,0,0,39.0,5,13,0.84,0.48,1.32,14.76,2025-07-20T23:14:21.050937Z,,,221466,400,0,0.9,,0,Marcos,0.0,False,,,,,1.8,Senesi Barón,,a,31,Senesi,213,76,248,86,273,98,259,86,175.0,117.0,268.0,95.0,,,,,,,2,4
73,0,0,161,6,147.2,18,0,35.0,181.8,1586,0,0,0,0,0,24.0,7,19,0.65,0.68,1.33,19.04,2025-07-20T23:14:21.053542Z,,,54469,471,0,0.9,,0,Adam,0.0,False,,,,,2.3,Smith,,a,57,Smith,264,98,205,57,296,108,270,93,126.0,81.0,204.0,70.0,,,,,,,2,4
74,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,2025-07-20T23:14:21.056177Z,,,494521,376,0,0.9,,0,Adrien,0.0,False,,,,,0.0,Truffert,,a,0,Truffert,537,214,533,213,514,213,537,214,240.0,149.0,535.0,213.0,,,,,,,2,4
75,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,2025-07-20T23:14:21.058834Z,,,541462,604,0,0.0,,0,Matai,0.0,False,,,,,0.0,Akinmboni,,a,0,Akinmboni,465,182,456,181,430,177,465,182,91.0,53.0,465.0,181.0,,,,,,,2,4
76,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,2025-07-20T23:14:21.061604Z,,,518906,593,0,0.0,,0,Owen,0.0,False,,,,,0.0,Bevan,,a,0,Bevan,461,179,452,178,426,174,461,179,87.0,50.0,461.0,178.0,,,,,,,2,4
77,1,0,55,1,38.4,9,0,16.6,97.0,443,0,0,0,0,0,29.0,1,6,0.29,0.25,0.54,8.54,2025-07-20T23:14:21.064540Z,,,463981,587,0,0.0,,0,James,0.0,False,,,,,1.7,Hill,,a,17,Hill,309,113,294,109,291,105,310,111,57.0,30.0,278.0,97.0,,,,,,,2,4
78,0,0,20,0,30.6,10,0,9.2,56.8,492,0,0,0,0,0,4.0,2,7,0.00,0.10,0.10,9.69,2025-07-20T23:14:21.067367Z,,,436893,572,0,0.0,,0,Julián,0.0,False,,,,,1.0,Araujo Zúñiga,,a,12,J.Araujo,328,121,305,116,332,125,334,121,42.0,21.0,340.0,121.0,,,,,,,2,4
79,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,2025-07-20T23:14:21.070217Z,,,223911,617,0,0.0,,0,Chris,0.0,False,,,,,0.0,Mepham,,a,0,Mepham,415,151,405,149,373,141,415,151,31.0,14.0,415.0,150.0,,,,,,,2,4
80,0,0,8,0,1.8,1,0,0.4,2.2,9,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.08,2025-07-20T23:14:21.076938Z,,,575901,610,0,0.0,,0,Julio,0.0,False,,,,,1.0,Soler Barreto,,a,3,Soler,384,140,359,134,443,187,381,139,105.0,64.0,348.0,128.0,,,,,,,2,4
81,6,14,532,13,654.1,29,12,212.0,700.0,2339,0,0,0,0,0,771.0,8,29,10.05,3.66,13.71,32.60,2025-07-20T23:14:21.079669Z,50.0,,222683,34,0,1.3,,0,Justin,0.0,False,Calf injury - 50% chance of playing,2025-08-10T22:00:04.480285Z,,,4.6,Kluivert,,d,158,Kluivert,50,17,41,36,27,15,20,15,623.0,272.0,16.0,9.0,,,,,,,3,4
82,7,14,571,11,688.9,41,11,267.8,792.2,3202,0,0,0,0,0,1204.0,9,36,9.51,4.43,13.94,44.18,2025-07-20T23:14:21.082329Z,,,437730,32,0,1.3,,0,Antoine,0.0,False,,,,,4.5,Semenyo,,a,165,Semenyo,30,8,35,31,4,2,9,6,628.0,277.0,22.0,12.0,,,,,,,3,4
83,4,7,432,7,496.8,23,7,187.2,624.6,1998,0,0,0,0,0,754.0,3,21,8.42,3.24,11.66,31.96,2025-07-20T23:14:21.085020Z,,,533463,105,0,1.1,,0,Dango,0.0,False,,,,,3.5,Ouattara,,a,111,O.Dango,77,31,71,57,29,17,46,34,582.0,242.0,89.0,44.0,,,,,,,3,4
84,7,4,362,4,664.8,29,3,155.4,447.0,1932,0,0,0,0,0,442.0,6,20,5.51,3.65,9.16,25.42,2025-07-20T23:14:21.087689Z,,,201658,157,0,1.0,,0,Marcus,0.0,False,,,,,3.0,Tavernier,,a,87,Tavernier,141,61,39,34,68,47,67,47,482.0,180.0,134.0,62.0,,,,,,,3,4
85,3,1,315,6,261.2,30,0,75.9,411.8,1959,0,0,0,0,0,83.0,7,21,1.33,0.76,2.09,29.26,2025-07-20T23:14:21.090339Z,,,200785,280,0,0.5,,0,Tyler,0.0,False,,,,,2.1,Adams,,a,58,Adams,152,68,140,98,236,131,182,98,357.0,100.0,230.0,100.0,,,,,,,3,4
86,1,2,204,3,316.7,12,2,80.4,193.6,941,0,0,0,0,0,300.0,3,9,2.58,2.02,4.60,15.03,2025-07-20T23:14:21.092966Z,,,111317,292,0,0.5,,0,David,0.0,False,,,,,1.8,Brooks,,a,52,Brooks,257,121,114,81,101,70,168,91,333.0,84.0,270.0,122.0,,,,,,,3,4
87,3,5,435,8,576.8,28,2,139.6,514.0,2114,0,0,0,0,0,303.0,9,27,2.14,2.90,5.04,30.17,2025-07-20T23:14:21.095533Z,75.0,,158499,265,0,0.5,,0,Ryan,0.0,False,Lack of match fitness - 75% chance of playing,2025-08-10T22:00:04.490616Z,,,2.6,Christie,,d,76,Christie,119,51,55,47,99,69,83,57,338.0,89.0,170.0,72.0,,,,,,,3,4
88,4,3,500,5,727.1,44,1,144.9,607.0,2976,0,0,0,1,0,114.0,8,32,0.94,3.76,4.70,45.25,2025-07-20T23:14:21.098303Z,0.0,,155408,347,0,0.0,,0,Lewis,0.0,False,Suspended until 30 Aug,2025-07-21T10:00:04.780951Z,,,2.3,Cook,,s,82,Cook,85,34,30,28,210,121,75,53,337.0,88.0,206.0,90.0,,,,,,,3,4
89,0,0,52,0,102.4,4,0,20.4,54.0,176,0,0,0,0,0,47.0,1,1,0.55,0.97,1.52,3.35,2025-07-20T23:14:21.101140Z,,,168991,308,0,0.5,,0,Philip,0.0,False,,,,,1.0,Billing,,a,10,Philip,329,154,235,137,268,143,305,147,342.0,92.0,367.0,169.0,,,,,,,3,4
90,0,0,132,3,171.6,8,0,43.2,141.6,745,0,0,0,0,0,118.0,3,8,0.73,1.00,1.73,10.14,2025-07-20T23:14:21.103854Z,,,503139,296,0,0.5,,0,Alex,0.0,False,,,,,1.3,Scott,,a,26,Scott,282,132,192,125,206,119,253,130,431.0,144.0,324.0,154.0,,,,,,,3,4
91,1,2,90,0,115.3,4,1,42.3,112.0,229,0,0,0,0,0,195.0,0,1,1.18,1.29,2.47,4.08,2025-07-20T23:14:21.106499Z,75.0,,224995,268,0,0.5,,0,Luis,0.0,False,Lack of match fitness - 75% chance of playing,2025-08-10T22:00:04.506306Z,,,1.9,Sinisterra Lucumí,,d,23,Sinisterra,297,144,224,135,157,103,255,131,380.0,112.0,259.0,117.0,,,,,,,3,4
92,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,2025-07-20T23:14:21.109087Z,,,441240,424,0,0.0,,0,Romain,0.0,False,,,,,0.0,Faivre,,a,0,Faivre,513,193,509,193,489,185,513,193,203.0,12.0,512.0,194.0,,,,,,,3,4
93,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,2025-07-20T23:14:21.111657Z,,,424044,434,0,0.0,,0,Hamed,0.0,False,,,,,0.0,Traorè,,a,0,H.Traorè,507,189,503,189,483,181,507,189,196.0,8.0,506.0,190.0,,,,,,,3,4
94,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,2025-07-20T23:14:21.114246Z,,,550596,524,0,0.0,,0,Dominic,0.0,False,,,,,0.0,Sadi,,a,0,Sadi,564,228,560,228,543,221,564,228,275.0,53.0,559.0,229.0,,,,,,,3,4
95,0,0,5,0,1.0,0,0,0.3,2.0,1,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.04,2025-07-20T23:14:21.116883Z,,,530121,396,0,0.0,,0,Zain,0.0,False,,,,,1.0,Silcott-Duberry,,a,1,Silcott-Duberry,387,182,362,177,528,210,384,181,257.0,40.0,357.0,162.0,,,,,,,3,4
96,0,0,14,0,0.2,0,0,0.4,2.4,22,0,0,0,0,0,2.0,0,0,0.00,0.00,0.00,0.16,2025-07-20T23:14:21.119549Z,,,606775,515,0,0.0,,0,Ben,0.0,False,,,,,1.0,Winterburn,,a,4,Winterburn,382,180,375,183,341,174,382,179,310.0,73.0,365.0,167.0,,,,,,,3,4
97,5,20,487,11,331.9,30,10,174.8,456.0,2317,0,1,0,1,0,966.0,1,28,12.47,1.74,14.21,26.78,2025-07-20T23:14:21.122300Z,,,444102,37,0,1.3,,0,Francisco Evanilson,0.0,False,,,,,4.1,de Lima Barbosa,,a,128,Evanilson,137,16,107,10,13,8,56,11,629.0,58.0,39.0,11.0,,,,,,,4,4
98,1,4,97,2,56.1,3,2,35.9,104.0,330,0,0,0,0,0,207.0,2,2,2.73,0.26,2.99,6.38,2025-07-20T23:14:21.125093Z,0.0,,168636,210,0,0.0,,0,Enes,0.0,False,Knee injury - Unknown return date,2025-07-21T10:00:04.802496Z,,,1.9,Ünal,,i,32,Enes Ünal,305,26,271,27,144,26,269,26,473.0,32.0,263.0,26.0,,,,,,,4,4
99,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,2025-07-20T23:14:21.127807Z,,,590760,412,0,0.0,,0,Daniel,0.0,False,,,,,0.0,Adu-Adjei,,a,0,Adu-Adjei,585,51,581,51,565,51,585,51,301.0,18.0,579.0,51.0,,,,,,,4,4
100,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,2025-07-20T23:14:21.130500Z,,,560262,377,0,0.0,,0,Eli Junior,0.0,False,,,,,0.0,Kroupi,,a,0,Kroupi.Jr,571,45,567,45,550,45,571,45,283.0,12.0,565.0,45.0,,,,,,,4,4
101,0,1,156,4,0.0,12,0,22.4,224.2,900,0,0,1,0,27,0.0,0,10,0.00,0.00,0.00,11.09,2025-07-20T23:14:21.133136Z,75.0,,200720,356,0,2.3,,0,Caoimhín,0.0,False,Knock - 75% chance of playing,2025-08-09T14:00:04.798673Z,,,4.5,Kelleher,,d,45,Kelleher,230,18,491,65,470,54,300,18,163.0,51.0,20.0,3.0,,,,,,,1,5
102,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,2025-07-20T23:14:21.135816Z,,,235448,613,0,1.0,,0,Ellery,0.0,False,,,,,0.0,Balcombe,,a,0,Balcombe,418,47,408,38,376,23,418,47,34.0,19.0,418.0,45.0,,,,,,,1,5
103,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,2025-07-20T23:14:21.138468Z,,,503300,650,0,1.0,,0,Matthew,0.0,False,,,,,0.0,Cox,,a,0,Cox,457,63,447,54,419,40,457,63,79.0,36.0,458.0,61.0,,,,,,,1,5
104,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,2025-07-20T23:14:21.141238Z,,,535017,670,0,1.0,,0,Julian,0.0,False,,,,,0.0,Eyestone,,a,0,Eyestone,464,64,455,55,429,42,464,64,90.0,38.0,464.0,62.0,,,,,,,1,5
105,0,0,14,0,0.1,2,0,2.1,21.4,144,0,0,0,0,3,0.0,0,1,0.00,0.00,0.00,1.49,2025-07-20T23:14:21.143862Z,,,507433,566,0,1.0,,0,Hákon Rafn,0.0,False,,,,,1.0,Valdimarsson,,a,2,Valdimarsson,352,28,376,17,420,41,366,28,80.0,37.0,342.0,30.0,,,,,,,1,5
106,7,11,549,8,160.5,57,2,149.6,1023.2,3420,0,0,0,0,0,311.0,5,38,2.44,1.57,4.01,56.31,2025-07-20T23:14:21.146418Z,,,432830,234,0,2.6,,0,Nathan,0.0,False,,,,,3.3,Collins,,a,127,Collins,6,1,199,53,96,8,72,8,396.0,180.0,109.0,25.0,,,,,,,2,5
107,5,0,460,8,462.2,49,1,139.9,542.0,3092,0,0,0,0,0,391.0,7,36,2.96,4.94,7.90,50.62,2025-07-20T23:14:21.149086Z,,,249231,261,0,2.6,,0,Keane,0.0,False,,,,,2.5,Lewis-Potter,,a,94,Lewis-Potter,108,37,76,13,81,4,82,10,390.0,179.0,183.0,63.0,,,,,,,2,5
108,0,0,120,3,128.1,25,0,48.5,199.0,1433,0,0,0,0,0,158.0,5,17,0.97,0.48,1.45,21.70,2025-07-20T23:14:21.152374Z,,,191866,460,0,1.9,,0,Kristoffer,0.0,False,,,,,1.6,Ajer,,a,39,Ajer,252,94,214,61,178,45,239,74,158.0,103.0,290.0,103.0,,,,,,,2,5
109,0,0,5,0,2.1,3,0,1.7,13.6,94,0,0,0,0,0,2.0,0,0,0.00,0.01,0.01,2.16,2025-07-20T23:14:21.155229Z,,,194010,456,0,1.9,,0,Rico,0.0,False,,,,,0.8,Henry,,a,4,Henry,360,133,358,133,340,130,370,133,160.0,105.0,386.0,137.0,,,,,,,2,5
110,1,0,115,2,105.2,5,0,24.2,105.2,523,0,0,0,0,0,30.0,2,6,0.19,0.70,0.89,6.66,2025-07-20T23:14:21.157856Z,,,607464,408,0,1.9,,0,Michael,0.0,False,,,,,2.2,Kayode,,a,27,Kayode,303,110,234,75,288,103,293,104,311.0,159.0,218.0,77.0,,,,,,,2,5
111,0,0,233,2,101.2,35,2,83.6,540.2,1912,1,0,0,0,0,193.0,2,21,1.08,0.64,1.72,34.33,2025-07-20T23:14:21.160526Z,,,231065,436,0,1.9,,0,Ethan,0.0,False,,,,,2.1,Pinnock,,a,47,Pinnock,109,38,237,76,158,29,160,47,183.0,123.0,228.0,81.0,,,,,,,2,5
112,2,0,125,2,185.8,20,0,48.0,214.4,1100,0,0,0,0,0,78.0,2,11,0.20,2.09,2.29,21.52,2025-07-20T23:14:21.163153Z,,,226956,510,0,1.9,,0,Mads,0.0,False,,,,,1.9,Roerslev Rasmussen,,a,36,Roerslev,239,85,183,42,240,80,241,76,180.0,122.0,254.0,89.0,,,,,,,2,5
113,1,1,266,5,108.3,49,0,92.3,587.4,2584,0,0,0,0,0,226.0,3,29,2.09,0.52,2.61,44.61,2025-07-20T23:14:21.165829Z,,,444765,420,0,1.9,,0,Sepp,0.0,False,,,,,2.0,van den Berg,,a,62,Van den Berg,94,30,232,73,133,21,141,38,206.0,137.0,243.0,86.0,,,,,,,2,5
114,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,2025-07-20T23:14:21.168437Z,,,622536,607,0,1.0,,0,Benjamin,0.0,False,,,,,0.0,Arthur,,a,0,Arthur,487,199,478,198,455,197,487,199,121.0,78.0,487.0,198.0,,,,,,,2,5
115,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,2025-07-20T23:14:21.171058Z,,,612534,638,0,1.0,,0,Benjamin,0.0,False,,,,,0.0,Fredrick,,a,0,Fredrick,486,198,477,197,454,196,486,198,120.0,77.0,486.0,197.0,,,,,,,2,5
116,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,2025-07-20T23:14:21.173699Z,,,472713,574,0,1.0,,0,Aaron,0.0,False,,,,,0.0,Hickey,,a,0,Hickey,441,166,431,164,400,157,441,166,60.0,32.0,441.0,165.0,,,,,,,2,5
117,0,0,8,0,0.8,0,0,0.6,5.0,28,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.32,2025-07-20T23:14:21.176319Z,,,570241,634,0,1.0,,0,Kim,0.0,False,,,,,1.0,Ji-soo,,a,3,Ji-soo,373,138,363,136,442,186,379,138,104.0,63.0,347.0,127.0,,,,,,,2,5
118,0,0,3,0,0.3,0,0,0.1,0.2,4,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.14,2025-07-20T23:14:21.178991Z,,,499717,641,0,1.0,,0,Jayden,0.0,False,,,,,1.0,Meghoma,,a,1,Meghoma,389,142,371,140,418,168,389,142,78.0,43.0,341.0,122.0,,,,,,,2,5
119,9,29,948,9,1107.5,55,20,340.8,1236.8,3415,0,1,0,0,0,1060.0,3,38,12.52,9.24,21.75,55.40,2025-07-20T23:14:21.181589Z,,,446008,14,0,2.1,,0,Bryan,0.0,False,,,,,6.2,Mbeumo,,a,236,Mbeumo,2,2,5,5,8,3,2,2,649.0,290.0,2.0,2.0,,,,,,,3,14
120,4,12,498,10,312.7,34,11,183.3,630.8,2281,0,0,0,0,0,892.0,3,26,8.45,1.75,10.20,30.66,2025-07-20T23:14:21.184212Z,75.0,,513418,38,0,2.3,,0,Kevin,0.0,False,Knock - 75% chance of playing,2025-08-09T14:00:04.851048Z,,,3.9,Schade,,d,149,Schade,70,27,116,83,19,10,50,36,633.0,281.0,55.0,27.0,,,,,,,3,5
121,10,10,611,11,1006.4,41,2,205.9,714.8,2911,0,0,0,0,0,338.0,2,34,2.91,7.01,9.92,45.60,2025-07-20T23:14:21.186862Z,,,440089,92,0,2.1,,0,Mikkel,0.0,False,,,,,3.4,Damsgaard,,a,131,Damsgaard,48,15,6,6,91,62,27,22,572.0,238.0,104.0,51.0,,,,,,,3,5
122,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,2025-07-20T23:14:21.189502Z,,,543295,191,0,2.0,,0,Antoni,0.0,False,,,,,0.0,Milambo,,a,0,Milambo,664,296,664,296,662,294,664,296,541.0,217.0,648.0,291.0,,,,,,,3,5
123,1,1,127,0,71.5,14,2,36.3,142.2,443,0,0,0,0,0,154.0,1,3,2.49,0.54,3.03,11.46,2025-07-20T23:14:21.192098Z,,,244858,262,0,1.5,,0,Fábio,0.0,False,,,,,1.8,Freitas Gouveia Carvalho,,a,35,Carvalho,281,131,258,145,182,109,267,135,387.0,117.0,272.0,124.0,,,,,,,3,5
124,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,2025-07-20T23:14:21.194708Z,,,56979,255,0,1.5,,0,Jordan,0.0,False,,,,,0.0,Henderson,,a,0,Henderson,597,246,593,246,578,241,597,246,321.0,80.0,591.0,247.0,,,,,,,3,5
125,3,2,384,6,284.2,38,1,77.2,356.6,2251,2,0,0,0,0,131.0,3,27,0.83,2.38,3.21,37.37,2025-07-20T23:14:21.197336Z,0.0,,204580,286,0,1.5,,0,Vitaly,0.0,False,Heel Injury - Unknown return date,2025-08-09T14:00:04.867824Z,,,2.3,Janelt,,i,73,Janelt,175,81,129,90,195,115,175,95,359.0,101.0,207.0,91.0,,,,,,,3,5
126,2,1,179,2,249.5,17,0,43.8,157.0,846,0,0,0,0,0,32.0,2,8,0.23,1.75,1.98,16.41,2025-07-20T23:14:21.200036Z,,,207283,294,0,1.5,,0,Mathias,0.0,False,,,,,1.6,Jensen,,a,38,Jensen,274,128,147,101,282,150,251,129,363.0,104.0,293.0,135.0,,,,,,,3,5
127,0,0,11,0,0.3,2,0,1.2,10.0,11,0,0,0,0,0,2.0,0,0,0.00,0.00,0.00,0.35,2025-07-20T23:14:21.202680Z,0.0,,626464,331,0,1.5,,0,Gustavo,0.0,False,Hamstring injury - Unknown return date,2025-08-09T14:00:04.884092Z,,,1.0,Nunes Fernandes Gomes,,i,3,Nunes,363,170,374,182,342,175,376,177,453.0,163.0,374.0,175.0,,,,,,,3,5
128,0,0,3,0,0.5,0,0,0.0,0.0,23,0,0,0,0,0,0.0,0,0,0.00,0.02,0.02,0.69,2025-07-20T23:14:21.205381Z,,,428580,339,0,1.5,,0,Frank,0.0,False,,,,,1.0,Onyeka,,a,2,Onyeka,613,258,367,179,602,253,613,258,393.0,122.0,368.0,170.0,,,,,,,3,5
129,0,0,255,3,196.1,25,0,54.4,259.6,1435,0,0,0,0,0,89.0,6,15,0.62,0.91,1.53,26.43,2025-07-20T23:14:21.208110Z,,,508395,323,0,1.5,,0,Yehor,0.0,False,,,,,1.4,Yarmoliuk,,a,43,Yarmoliuk,218,105,176,119,232,129,231,124,432.0,145.0,320.0,151.0,,,,,,,3,5
130,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,2025-07-20T23:14:21.210761Z,,,606689,489,0,1.0,,0,Romelle,0.0,False,,,,,0.0,Donovan,,a,0,Donovan,590,242,586,242,571,237,590,242,309.0,72.0,584.0,243.0,,,,,,,3,5
131,0,0,30,0,4.5,2,0,1.2,8.0,53,0,0,0,0,0,3.0,0,0,0.15,0.00,0.15,1.79,2025-07-20T23:14:21.213473Z,,,628204,473,0,1.0,,0,Yunus Emre,0.0,False,,,,,1.0,Konak,,a,10,Konak,367,172,353,174,338,173,375,176,318.0,78.0,366.0,168.0,,,,,,,3,5
132,0,0,32,0,15.8,1,0,5.4,27.8,112,0,0,0,0,0,10.0,0,0,0.12,0.04,0.16,1.89,2025-07-20T23:14:21.220285Z,,,220695,511,0,1.0,,0,Paris,0.0,False,,,,,1.0,Maghoma,,a,8,Maghoma,345,161,329,169,321,166,352,167,174.0,5.0,352.0,159.0,,,,,,,3,5
133,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,2025-07-20T23:14:21.223051Z,,,450539,536,0,1.0,,0,Myles,0.0,False,,,,,0.0,Peart-Harris,,a,0,Peart-Harris,517,196,513,196,493,188,517,196,210.0,15.0,516.0,197.0,,,,,,,3,5
134,0,0,5,0,0.1,0,0,0.3,2.6,3,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,2025-07-20T23:14:21.225697Z,0.0,,591357,532,0,1.0,,0,Ryan,0.0,False,Has joined Wigan on loan for the rest of the season,2025-08-11T01:07:54.335986Z,,,1.0,Trevitt,,u,1,Trevitt,381,179,377,184,566,233,385,182,302.0,68.0,363.0,166.0,,,,,,,3,5
135,6,32,739,9,400.0,45,18,242.4,849.4,2921,0,0,0,0,0,1181.0,5,34,18.58,2.20,20.77,45.12,2025-07-20T23:14:21.228336Z,,,216646,22,0,2.4,,0,Yoane,0.0,False,,,,,5.3,Wissa,,a,185,Wissa,19,4,92,5,5,3,12,4,636.0,61.0,9.0,5.0,,,,,,,4,5
