id,first_name,second_name,web_name,status,news,news_added,now_cost,now_cost_rank,now_cost_rank_type,selected_by_percent,selected_rank,selected_rank_type,form,form_rank,form_rank_type,event_points,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,transfers_in_event,transfers_out_event,value_form,value_season,ep_next,ep_this,points_per_game,points_per_game_rank,points_per_game_rank_type,chance_of_playing_next_round,chance_of_playing_this_round,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,direct_freekicks_order,penalties_order,set_piece_threat,corners_and_indirect_freekicks_text,direct_freekicks_text,penalties_text,expected_goals_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,saves_per_90,clean_sheets_per_90,goals_conceded_per_90,starts_per_90,defensive_contribution_per_90,gw,total_points,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,starts,bonus,bps,transfers_in,transfers_out,dreamteam_count,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,influence,creativity,threat,ict_index,tackles,clearances_blocks_interceptions,recoveries,defensive_contribution
32,Emiliano,Martínez Romero,Martinez,d,Calf injury - 75% chance of playing,,5.0,242,8.0,3.5,95,15.0,1.7,231.0,18.0,1,0,0.0,0,0.0,9553,18619,0.3,12.8,1.3,1.7,3.8,93.0,8.0,75.0,100.0,67.0,13.0,426.0,12.0,744.0,84.0,234.0,13.0,,,,,,,,0.0,0.0,0.0,1.35,2.97,0.24,0.97,1.03,0.0,21,1.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,13.0,19062.0,26037.0,0.0,0.0,0.0,0.0,0.3099999999999987,12.0,0.0,0.0,1.2000000000000028,0.0,0.0,3.0,0.0
33,Marco,Bizot,M.Bizot,a,,,4.2,616,32.0,0.4,268,35.0,0.5,333.0,23.0,2,0,0.0,-3,3.0,479,549,0.1,2.6,0.5,0.5,2.2,281.0,23.0,,,316.0,27.0,593.0,72.0,559.0,57.0,391.0,27.0,,,,,,,,0.0,0.0,0.0,1.9,2.89,0.22,1.78,0.89,0.0,21,2.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,17.0,524.0,825.0,0.0,0.0,0.0,0.0,1.1899999999999995,35.199999999999996,0.0,0.0,3.500000000000001,0.0,1.0,6.0,0.0
34,Joe,Gauci,Gauci,u,Has joined Port Vale on loan for the rest of the season.,,4.0,665,52.0,0.1,469,74.0,0.0,498.0,65.0,0,0,0.0,0,0.0,0,125,0.0,0.0,0.0,0.0,0.0,567.0,70.0,0.0,0.0,556.0,70.0,551.0,59.0,514.0,44.0,559.0,70.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,168.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,Filip,Marschall,Marschall,u,Has joined Stevenage permanently.,,4.0,664,51.0,0.0,719,83.0,0.0,497.0,64.0,0,0,0.0,0,0.0,0,7,0.0,0.0,0.0,0.0,0.0,566.0,69.0,0.0,0.0,555.0,69.0,550.0,58.0,513.0,43.0,558.0,69.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,Matty,Cash,Cash,a,,,4.8,350,59.0,10.7,41,13.0,2.3,176.0,65.0,6,0,0.0,3,-3.0,58448,13888,0.5,18.1,2.3,2.3,4.3,47.0,22.0,100.0,100.0,44.0,20.0,58.0,11.0,156.0,28.0,60.0,9.0,1.0,,,,,,,0.04,0.09,0.13,1.36,0.0,0.3,0.97,1.02,5.84,21,6.0,90.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,29.0,87036.0,30000.0,0.0,0.039999999999999925,0.18999999999999995,0.22999999999999998,1.5,25.0,30.5,4.0,6.0,3.0,5.0,6.0,8.0
39,Ian,Maatsen,Maatsen,a,,,4.2,625,148.0,0.5,249,95.0,1.3,258.0,99.0,1,0,0.0,-3,3.0,1060,1324,0.3,4.3,1.3,1.3,1.2,416.0,153.0,,,263.0,104.0,162.0,39.0,188.0,43.0,232.0,79.0,5.0,,,,,,,0.09,0.1,0.19,1.63,0.0,0.0,1.57,0.92,7.85,21,1.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1840.0,2141.0,0.0,0.040000000000000036,0.0,0.040000000000000036,0.0,4.400000000000006,0.19999999999998863,4.0,0.8999999999999986,1.0,3.0,2.0,4.0
45,Lino,da Cruz Sousa,Sousa,a,,,3.9,750,221.0,0.3,323,120.0,0.0,465.0,174.0,0,0,0.0,-1,1.0,131,286,0.0,0.0,0.0,0.0,0.0,533.0,194.0,,,523.0,194.0,516.0,195.0,477.0,186.0,526.0,194.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,175.0,420.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,Yasin,Özcan,Yasin,u,has joined Anderlecht on loan for the rest of the season.,,4.0,695,191.0,0.1,446,163.0,0.0,524.0,207.0,0,0,0.0,0,0.0,0,59,0.0,0.0,0.0,0.0,0.0,592.0,227.0,0.0,0.0,581.0,226.0,576.0,227.0,540.0,221.0,584.0,226.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,Morgan,Rogers,Rogers,a,,,7.6,20,13.0,31.7,8,3.0,6.7,8.0,2.0,3,0,0.0,6,-6.0,153282,69349,0.9,13.3,6.7,6.7,4.8,27.0,12.0,100.0,100.0,33.0,9.0,36.0,34.0,16.0,7.0,13.0,11.0,,,,,,,,0.16,0.11,0.27,1.45,0.0,0.29,1.16,1.01,5.78,21,3.0,90.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,13.0,246655.0,104116.0,0.0,0.19999999999999973,0.08999999999999986,0.29000000000000004,1.5,16.0,24.80000000000001,40.0,8.099999999999994,2.0,0.0,2.0,4.0
48,Youri,Tielemans,Tielemans,a,,,5.9,93,59.0,1.1,177,60.0,4.5,42.0,21.0,3,0,0.0,-1,1.0,7925,4328,0.8,8.0,4.5,4.5,3.1,181.0,77.0,100.0,100.0,164.0,62.0,60.0,48.0,138.0,79.0,96.0,55.0,3.0,,,,,,,0.07,0.14,0.21,1.63,0.0,0.24,1.27,1.03,9.3,21,3.0,90.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,13.0,14884.0,6310.0,0.0,0.24,0.25,0.4900000000000002,1.5,8.199999999999989,17.600000000000023,9.0,3.5,2.0,0.0,3.0,5.0
49,Leon,Bailey,Bailey,u,Has joined AS Roma on loan for the rest of the season.,,5.5,141,89.0,0.1,510,179.0,0.0,772.0,343.0,0,0,0.0,0,0.0,0,29,0.0,0.0,0.0,0.0,0.0,781.0,346.0,0.0,0.0,781.0,346.0,780.0,346.0,777.0,345.0,781.0,346.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,Emiliano,Buendía Stati,Buendía,a,,,5.3,186,115.0,0.3,284,97.0,1.7,234.0,100.0,1,0,0.0,-2,2.0,1093,3120,0.3,10.9,1.7,1.7,3.1,177.0,74.0,100.0,100.0,172.0,68.0,103.0,73.0,101.0,61.0,122.0,65.0,,6.0,2.0,,,,,0.22,0.11,0.33,1.52,0.0,0.23,0.93,1.05,10.38,21,1.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1947.0,5455.0,0.0,0.10000000000000009,0.010000000000000009,0.10999999999999988,0.5899999999999999,4.199999999999989,0.8000000000000114,3.0,0.7999999999999972,0.0,2.0,1.0,3.0
51,Samuel,Iling-Junior,Iling Jr,u,has joined West Bromwich Albion on loan for the rest of the season,,5.5,150,95.0,0.0,666,275.0,0.0,774.0,345.0,0,0,0.0,0,0.0,0,5,0.0,0.0,0.0,0.0,0.0,782.0,347.0,0.0,0.0,782.0,347.0,781.0,347.0,778.0,346.0,782.0,347.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,Donyell,Malen,Malen,a,,,5.1,229,140.0,0.7,223,78.0,1.5,253.0,110.0,1,0,0.0,-4,4.0,658,3704,0.3,10.8,1.5,1.5,2.6,236.0,104.0,,,218.0,93.0,208.0,133.0,50.0,32.0,146.0,80.0,,,1.0,,,,,0.57,0.05,0.62,1.49,0.0,0.14,1.41,0.7,2.25,21,1.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1069.0,6728.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.09999999999999432,0.0,0.0,0.0,0.0
54,John,McGinn,McGinn,a,,,5.4,158,98.0,1.1,174,59.0,4.5,38.0,19.0,3,0,0.0,-1,1.0,11409,5588,0.8,13.0,4.5,4.5,3.3,144.0,62.0,,,115.0,40.0,30.0,29.0,94.0,56.0,52.0,37.0,4.0,,,,,,,0.14,0.11,0.25,1.51,0.0,0.4,1.2,1.14,7.2,21,3.0,72.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,23903.0,7511.0,0.0,0.0,0.1299999999999999,0.1299999999999999,1.5,6.0,18.30000000000001,14.0,3.799999999999997,0.0,1.0,1.0,2.0
55,Ross,Barkley,Barkley,i,Knee injury - Expected back 07 Feb,,4.8,343,214.0,0.0,616,240.0,0.0,696.0,291.0,0,0,0.0,-2,2.0,20,61,0.0,3.1,0.0,0.0,2.1,300.0,131.0,0.0,0.0,377.0,165.0,338.0,179.0,277.0,149.0,361.0,170.0,,,,,,,,0.34,0.13,0.47,1.11,0.0,0.0,0.0,0.0,11.84,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,Enzo,Barrenechea,Barrenechea,u,Season-long loan to Benfica,,5.0,265,161.0,0.0,795,356.0,0.0,738.0,320.0,0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,761.0,332.0,0.0,0.0,761.0,332.0,759.0,332.0,752.0,330.0,761.0,332.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,Lewis,Dobbin,Dobbin,u,Has joined Preston North End on loan for the rest of the season.,,5.0,258,158.0,0.0,648,264.0,0.0,734.0,317.0,0,0,0.0,0,0.0,0,9,0.0,0.0,0.0,0.0,0.0,757.0,329.0,0.0,0.0,757.0,329.0,754.0,329.0,748.0,327.0,757.0,329.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,Boubacar,Kamara,Kamara,d,Knee injury - 75% chance of playing,,4.9,307,189.0,0.5,258,86.0,1.8,212.0,89.0,3,0,0.0,-1,1.0,1231,2760,0.4,12.4,1.4,1.8,3.4,133.0,57.0,75.0,100.0,104.0,36.0,81.0,61.0,239.0,132.0,115.0,63.0,,,,,,,,0.03,0.05,0.08,1.33,0.0,0.32,0.96,1.09,9.51,21,3.0,81.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,14.0,2105.0,4741.0,0.0,0.07,0.06999999999999995,0.14000000000000012,1.5,12.199999999999989,36.10000000000002,7.0,5.5,0.0,3.0,4.0,7.0
59,Amadou,Onana,Onana,i,Knock - Unknown return date,,4.8,361,224.0,0.7,224,79.0,1.3,259.0,112.0,0,0,0.0,-2,2.0,110,4582,0.3,9.6,0.0,0.0,3.3,139.0,60.0,0.0,0.0,175.0,71.0,284.0,164.0,255.0,139.0,240.0,120.0,,,,,,,,0.04,0.02,0.06,1.43,0.0,0.3,1.12,1.12,11.99,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,156.0,7601.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,Ben,Broggio,Broggio,a,,,4.4,547,327.0,0.3,315,104.0,0.0,606.0,223.0,0,0,0.0,-1,1.0,169,538,0.0,0.0,0.0,0.0,0.0,654.0,252.0,,,647.0,246.0,644.0,250.0,618.0,238.0,650.0,248.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,234.0,776.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,Leander,Dendoncker,Dendoncker,u,Has joined Real Oviedo permanently.,,4.5,399,243.0,0.1,513,182.0,0.0,615.0,228.0,0,0,0.0,0,0.0,0,66,0.0,0.0,0.0,0.0,0.0,662.0,256.0,0.0,0.0,656.0,251.0,652.0,254.0,628.0,244.0,659.0,253.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,Jamaldeen,Jimoh-Aloba,Jimoh-Aloba,a,,,4.5,460,280.0,0.1,532,188.0,0.2,398.0,180.0,0,0,0.0,0,0.0,242,156,0.0,0.2,0.2,0.2,1.0,448.0,203.0,,,476.0,218.0,456.0,222.0,671.0,276.0,478.0,219.0,,,,,,,,0.0,0.0,0.0,6.86,0.0,0.0,0.0,0.0,11.25,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,340.0,221.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
